     1	-66.811
     2	-66.5465
     3	-66.1904
     4	-65.7635
     5	-65.3174
     6	-64.9264
     7	-64.6719
     8	-64.6248
     9	-64.8284
    10	-65.2865
    11	-65.966
    12	-66.8053
    13	-67.729
    14	-68.6651
    15	-69.5583
    16	-70.3773
    17	-71.1139
    18	-71.7784
    19	-72.3872
    20	-72.9495
    21	-73.4587
    22	-73.8902
    23	-74.2068
    24	-74.3692
    25	-74.3462
    26	-74.1266
    27	-73.7263
    28	-73.1872
    29	-72.5705
    30	-71.945
    31	-71.3716
    32	-70.8886
    33	-70.501
    34	-70.1798
    35	-69.872
    36	-69.5162
    37	-69.0583
    38	-68.4652
    39	-67.7329
    40	-66.8876
    41	-65.9789
    42	-65.0691
    43	-64.2148
    44	-63.4531
    45	-62.7941
    46	-62.2225
    47	-61.707
    48	-61.2163
    49	-60.736
    50	-60.2749
    51	-59.8669
    52	-59.5601
    53	-59.4
    54	-59.4107
    55	-59.5798
    56	-59.8558
    57	-60.1555
    58	-60.3813
    59	-60.4398
    60	-60.2588
    61	-59.7961
    62	-59.0445
    63	-58.0325
    64	-56.821
    65	-55.4901
    66	-54.1259
    67	-52.8072
    68	-51.5873
    69	-50.4938
    70	-49.5383
    71	-48.7284
    72	-48.0806
    73	-47.6283
    74	-47.4188
    75	-47.5004
    76	-47.9072
    77	-48.642
    78	-49.6674
    79	-50.9063
    80	-52.2575
    81	-53.6119
    82	-54.8704
    83	-55.9584
    84	-56.833
    85	-57.4816
    86	-57.918
    87	-58.1721
    88	-58.2805
    89	-58.2774
    90	-58.1887
    91	-58.0287
    92	-57.8049
    93	-57.521
    94	-57.1854
    95	-56.8153
    96	-56.4389
    97	-56.0943
    98	-55.8225
    99	-55.659
   100	-55.6272
   101	-55.7317
   102	-55.959
   103	-56.2805
   104	-56.6606
   105	-57.0671
   106	-57.4801
   107	-57.8984
   108	-58.3403
   109	-58.8385
   110	-59.4314
   111	-60.1523
   112	-61.0172
   113	-62.0145
   114	-63.1045
   115	-64.2284
   116	-65.32
   117	-66.3182
   118	-67.1836
   119	-67.9047
   120	-68.494
   121	-68.9823
   122	-69.4091
   123	-69.8081
   124	-70.1974
   125	-70.5738
   126	-70.9147
   127	-71.1865
   128	-71.3556
   129	-71.4012
   130	-71.3215
   131	-71.1368
   132	-70.8854
   133	-70.6146
   134	-70.3682
   135	-70.173
   136	-70.0301
   137	-69.9131
   138	-69.7772
   139	-69.5713
   140	-69.2547
   141	-68.8084
   142	-68.2412
   143	-67.5879
   144	-66.9016
   145	-66.2417
   146	-65.6594
   147	-65.1877
   148	-64.8344
   149	-64.5864
   150	-64.4192
   151	-64.3075
   152	-64.2354
   153	-64.2019
   154	-64.2221
   155	-64.32
   156	-64.5207
   157	-64.837
   158	-65.2613
   159	-65.761
   160	-66.2787
   161	-66.744
   162	-67.0875
   163	-67.2536
   164	-67.2125
   165	-66.9676
   166	-66.5533
   167	-66.0269
   168	-65.4532
   169	-64.8885
   170	-64.3711
   171	-63.9164
   172	-63.5206
   173	-63.1693
   174	-62.8474
   175	-62.5489
   176	-62.2792
   177	-62.0542
   178	-61.8966
   179	-61.8283
   180	-61.8635
   181	-62.0023
   182	-62.2259
   183	-62.4984
   184	-62.7699
   185	-62.987
   186	-63.1034
   187	-63.0925
   188	-62.9552
   189	-62.7222
   190	-62.4495
   191	-62.2067
   192	-62.0602
   193	-62.0587
   194	-62.223
   195	-62.5437
   196	-62.9925
   197	-63.5355
   198	-64.1486
   199	-64.8259
   200	-65.5802
   201	-66.4381
   202	-67.4293
   203	-68.5758
   204	-69.881
   205	-71.3228
   206	-72.8554
   207	-74.4167
   208	-75.9419
   209	-77.375
   210	-78.6801
   211	-79.8442
   212	-80.8766
   213	-81.8021
   214	-82.6492
   215	-83.4379
   216	-84.1705
   217	-84.8337
   218	-85.4016
   219	-85.8479
   220	-86.1557
   221	-86.3226
   222	-86.3625
   223	-86.3022
   224	-86.1757
   225	-86.0167
   226	-85.8514
   227	-85.6917
   228	-85.5333
   229	-85.3566
   230	-85.1335
   231	-84.8353
   232	-84.4438
   233	-83.9575
   234	-83.3962
   235	-82.7951
   236	-82.1978
   237	-81.6439
   238	-81.1592
   239	-80.7516
   240	-80.4138
   241	-80.1319
   242	-79.895
   243	-79.7029
   244	-79.5684
   245	-79.516
   246	-79.5738
   247	-79.7645
   248	-80.0961
   249	-80.558
   250	-81.1222
   251	-81.7492
   252	-82.3942
   253	-83.0193
   254	-83.598
   255	-84.1165
   256	-84.5753
   257	-84.9855
   258	-85.3628
   259	-85.7222
   260	-86.0722
   261	-86.413
   262	-86.7344
   263	-87.0204
   264	-87.253
   265	-87.4159
   266	-87.4999
   267	-87.5062
   268	-87.4459
   269	-87.3383
   270	-87.204
   271	-87.0594
   272	-86.9119
   273	-86.7594
   274	-86.5911
   275	-86.3937
   276	-86.156
   277	-85.8746
   278	-85.5542
   279	-85.2093
   280	-84.8614
   281	-84.5358
   282	-84.2551
   283	-84.0348
   284	-83.8787
   285	-83.7762
   286	-83.7064
   287	-83.6429
   288	-83.5636
   289	-83.4577
   290	-83.3315
   291	-83.209
   292	-83.1257
   293	-83.1207
   294	-83.2247
   295	-83.4527
   296	-83.7982
   297	-84.2401
   298	-84.7469
   299	-85.2875
   300	-85.8404
   301	-86.3966
   302	-86.9593
   303	-87.5382
   304	-88.1428
   305	-88.7786
   306	-89.4398
   307	-90.1074
   308	-90.7486
   309	-91.3195
   310	-91.774
   311	-92.0711
   312	-92.1833
   313	-92.1032
   314	-91.8459
   315	-91.4458
   316	-90.9482
   317	-90.3986
   318	-89.8338
   319	-89.2763
   320	-88.7348
   321	-88.2103
   322	-87.7049
   323	-87.2277
   324	-86.7978
   325	-86.4416
   326	-86.1874
   327	-86.0572
   328	-86.0592
   329	-86.1838
   330	-86.4051
   331	-86.6842
   332	-86.9757
   333	-87.2347
   334	-87.4229
   335	-87.5135
   336	-87.4945
   337	-87.3677
   338	-87.1457
   339	-86.8457
   340	-86.4825
   341	-86.0628
   342	-85.5815
   343	-85.0238
   344	-84.3705
   345	-83.6029
   346	-82.7121
   347	-81.7041
   348	-80.5992
   349	-79.4277
   350	-78.226
   351	-77.0284
   352	-75.8599
   353	-74.7372
   354	-73.6697
   355	-72.6573
   356	-71.6966
   357	-70.7851
   358	-69.9261
   359	-69.1332
   360	-68.435
   361	-67.8751
   362	-67.5069
   363	-67.3821
   364	-67.5377
   365	-67.9852
   366	-68.7044
   367	-69.648
   368	-70.7484
   369	-71.9335
   370	-73.141
   371	-74.3246
   372	-75.4559
   373	-76.5128
   374	-77.4742
   375	-78.3193
   376	-79.0235
   377	-79.5592
   378	-79.8982
   379	-80.0163
   380	-79.8985
   381	-79.5441
   382	-78.9691
   383	-78.2065
   384	-77.3022
   385	-76.3038
   386	-75.2515
   387	-74.1673
   388	-73.0549
   389	-71.9061
   390	-70.7084
   391	-69.4611
   392	-68.1868
   393	-66.9309
   394	-65.7562
   395	-64.7356
   396	-63.9316
   397	-63.3826
   398	-63.0946
   399	-63.045
   400	-63.1965
   401	-63.513
   402	-63.9743
   403	-64.5812
   404	-65.3554
   405	-66.328
   406	-67.5273
   407	-68.9619
   408	-70.6118
   409	-72.4248
   410	-74.3218
   411	-76.209
   412	-77.9974
   413	-79.6094
   414	-80.9893
   415	-82.1151
   416	-82.9943
   417	-83.6564
   418	-84.1423
   419	-84.4927
   420	-84.7399
   421	-84.9018
   422	-84.9846
   423	-84.988
   424	-84.9123
   425	-84.7651
   426	-84.5644
   427	-84.3377
   428	-84.1174
   429	-83.9335
   430	-83.8054
   431	-83.7368
   432	-83.7137
   433	-83.7067
   434	-83.6773
   435	-83.5866
   436	-83.4015
   437	-83.1019
   438	-82.6826
   439	-82.1547
   440	-81.5412
   441	-80.8735
   442	-80.184
   443	-79.4984
   444	-78.8306
   445	-78.1872
   446	-77.5703
   447	-76.9843
   448	-76.4409
   449	-75.9606
   450	-75.5706
   451	-75.2976
   452	-75.1609
   453	-75.1662
   454	-75.3032
   455	-75.5461
   456	-75.8594
   457	-76.2037
   458	-76.5438
   459	-76.8548
   460	-77.1232
   461	-77.3491
   462	-77.5419
   463	-77.7152
   464	-77.8797
   465	-78.0358
   466	-78.1708
   467	-78.2591
   468	-78.2683
   469	-78.167
   470	-77.933
   471	-77.5588
   472	-77.0546
   473	-76.4441
   474	-75.758
   475	-75.0234
   476	-74.2559
   477	-73.4521
   478	-72.5922
   479	-71.6479
   480	-70.5937
   481	-69.4203
   482	-68.1413
   483	-66.796
   484	-65.4432
   485	-64.1472
   486	-62.9646
   487	-61.9331
   488	-61.064
   489	-60.3434
   490	-59.7462
   491	-59.2442
   492	-58.8144
   493	-58.4461
   494	-58.14
   495	-57.908
   496	-57.7667
   497	-57.73
   498	-57.8034
   499	-57.9787
   500	-58.235
   501	-58.543
   502	-58.8737
   503	-59.2056
   504	-59.5322
   505	-59.8621
   506	-60.2152
   507	-60.6148
   508	-61.0785
   509	-61.6091
   510	-62.1937
   511	-62.8049
   512	-63.4102
   513	-63.9793
   514	-64.4898
   515	-64.9329
   516	-65.3111
   517	-65.6345
   518	-65.9151
   519	-66.1654
   520	-66.3963
   521	-66.6162
   522	-66.8321
   523	-67.0468
   524	-67.259
   525	-67.4632
   526	-67.6508
   527	-67.8138
   528	-67.948
   529	-68.0558
   530	-68.1453
